order_id,customer_id,order_date,product_name,category,quantity,price,amount,status,delivery_days
90,6,2023-02-12,Гель для душа,food,1,6557.00,6557.00,returned,0
91,6,2022-04-12,Смартфон X100,home,2,2996.00,5992.00,delivered,10
92,6,2022-10-22,Гель для душа,food,2,11519.00,23038.00,delivered,4
93,6,2023-06-22,Йогуртница,clothing,2,4551.00,9102.00,delivered,6
94,6,2023-02-13,Кофе молотый 500г,beauty,1,11103.00,11103.00,delivered,8
95,6,2023-06-14,Кофе молотый 500г,clothing,1,9003.00,9003.00,delivered,2
96,6,2023-04-06,Монитор 27 дюймов,clothing,3,14421.00,43263.00,delivered,7
97,6,2022-07-06,Монитор 27 дюймов,clothing,3,13857.00,41571.00,delivered,7
98,6,2022-09-14,Электрический чайник,home,2,2037.00,4074.00,delivered,5
99,6,2022-03-16,Смартфон X100,clothing,3,12241.00,36723.00,returned,0
100,6,2022-06-05,Йогуртница,clothing,3,5729.00,17187.00,delivered,3
101,6,2023-10-04,Монитор 27 дюймов,clothing,2,7907.00,15814.00,delivered,1
102,6,2023-09-22,Джинсы классические,books,2,1642.00,3284.00,delivered,6
103,6,2023-06-19,Ноутбук Pro,clothing,3,4048.00,12144.00,cancelled,0
104,6,2022-02-06,Джинсы классические,beauty,1,6064.00,6064.00,delivered,8
105,6,2023-03-24,Видеокарта RTX,home,1,10843.00,10843.00,delivered,3
106,6,2023-01-10,Пылесос робот,toys,1,1884.00,1884.00,delivered,9
107,6,2022-03-06,Футболка хлопок,books,3,10111.00,30333.00,cancelled,0
108,6,2022-10-07,Гель для душа,electronics,3,4956.00,14868.00,delivered,7
109,6,2022-03-24,Кофе молотый 500г,electronics,2,9554.00,19108.00,returned,0
110,6,2022-12-04,Кроссовки беговые,toys,1,1769.00,1769.00,returned,0
111,6,2022-07-09,Беспроводные наушники,books,3,9841.00,29523.00,returned,0
112,6,2023-03-20,Кофе молотый 500г,books,2,7121.00,14242.00,delivered,9
113,6,2023-03-31,Шампунь для волос,home,3,8962.00,26886.00,delivered,1
114,7,2023-05-03,Шампунь для волос,books,1,3400.00,3400.00,cancelled,0
115,7,2024-03-06,Конструктор Lego,electronics,3,12386.00,37158.00,delivered,3
116,7,2023-08-15,Монитор 27 дюймов,electronics,1,4151.00,4151.00,returned,0
117,7,2022-01-25,Книга 'Мастер и Маргарита',beauty,3,12904.00,38712.00,delivered,10
118,7,2022-02-14,Монитор 27 дюймов,beauty,2,12917.00,25834.00,cancelled,0
119,7,2023-12-10,Футболка хлопок,home,2,15383.00,30766.00,delivered,7
120,7,2022-05-05,Конструктор Lego,home,3,1053.00,3159.00,cancelled,0
121,7,2022-06-03,Беспроводные наушники,electronics,2,10768.00,21536.00,delivered,8
122,7,2023-02-03,Видеокарта RTX,food,2,4366.00,8732.00,returned,0
123,7,2023-02-02,Беспроводные наушники,clothing,2,4070.00,8140.00,delivered,8
124,7,2023-06-09,Шампунь для волос,books,2,3968.00,7936.00,returned,0
125,7,2022-05-05,Кофе молотый 500г,electronics,1,7559.00,7559.00,delivered,5
126,7,2022-09-16,Видеокарта RTX,electronics,3,9991.00,29973.00,delivered,9
127,7,2022-08-13,Джинсы классические,books,1,13200.00,13200.00,delivered,2
128,7,2022-04-27,Видеокарта RTX,food,1,9571.00,9571.00,delivered,5
129,7,2022-11-18,Беспроводные наушники,home,1,14750.00,14750.00,returned,0
130,7,2023-04-06,Беспроводные наушники,home,1,6008.00,6008.00,delivered,7
131,8,2023-10-13,Видеокарта RTX,food,2,12084.00,24168.00,delivered,1
132,8,2022-11-10,Набор кухонных ножей,books,1,9507.00,9507.00,delivered,6
133,8,2022-01-04,Пылесос робот,food,3,8539.00,25617.00,delivered,3
134,8,2022-12-02,Электрический чайник,food,1,8925.00,8925.00,cancelled,0
135,8,2022-09-30,Футболка хлопок,home,3,14337.00,43011.00,delivered,4
136,8,2024-01-09,Футболка хлопок,clothing,1,11425.00,11425.00,delivered,9
137,8,2023-11-26,Кроссовки беговые,beauty,1,2802.00,2802.00,cancelled,0
138,8,2022-11-18,Пылесос робот,toys,3,7955.00,23865.00,delivered,10
139,8,2022-10-28,Беспроводные наушники,food,2,3372.00,6744.00,delivered,8
140,8,2022-07-31,Гель для душа,home,2,8904.00,17808.00,delivered,2
141,8,2024-01-20,Кофе молотый 500г,books,3,5284.00,15852.00,delivered,8
142,8,2022-10-03,Йогуртница,food,3,6259.00,18777.00,returned,0
143,8,2023-04-23,Пылесос робот,home,2,8417.00,16834.00,cancelled,0
144,8,2022-07-28,Ноутбук Pro,clothing,1,12872.00,12872.00,delivered,8
145,8,2022-03-17,Шампунь для волос,food,1,10781.00,10781.00,returned,0
146,8,2023-06-10,Электрический чайник,food,3,1514.00,4542.00,cancelled,0
147,8,2022-06-01,Шампунь для волос,electronics,3,1971.00,5913.00,delivered,5
148,8,2023-01-30,Кофе молотый 500г,toys,2,6911.00,13822.00,delivered,2
149,8,2023-03-10,Игрушка мягкая,beauty,3,2460.00,7380.00,cancelled,0
150,8,2022-11-13,Набор кухонных ножей,food,1,6140.00,6140.00,delivered,2
151,8,2023-07-29,Йогуртница,books,3,15436.00,46308.00,delivered,5
152,8,2023-01-26,Ноутбук Pro,beauty,3,9405.00,28215.00,delivered,4
153,9,2022-02-17,Гель для душа,electronics,3,10007.00,30021.00,delivered,4
154,9,2023-10-28,Монитор 27 дюймов,toys,1,3591.00,3591.00,delivered,10
155,9,2023-05-26,Гель для душа,clothing,1,6913.00,6913.00,cancelled,0
156,9,2023-05-04,Электрический чайник,electronics,3,6671.00,20013.00,delivered,5
157,9,2022-12-03,Гель для душа,clothing,3,2254.00,6762.00,delivered,4
158,9,2022-06-12,Гель для душа,home,2,618.00,1236.00,delivered,7
159,9,2023-01-30,Книга 'Мастер и Маргарита',clothing,2,10578.00,21156.00,returned,0
160,9,2022-01-19,Джинсы классические,food,2,15046.00,30092.00,delivered,2
161,9,2022-11-04,Джинсы классические,beauty,2,5058.00,10116.00,delivered,10
162,9,2022-04-21,Видеокарта RTX,beauty,1,10182.00,10182.00,delivered,9
163,9,2022-02-07,Электрический чайник,home,3,6805.00,20415.00,delivered,9
164,9,2023-04-11,Монитор 27 дюймов,home,1,7611.00,7611.00,cancelled,0
165,9,2023-02-19,Шампунь для волос,home,2,11842.00,23684.00,cancelled,0
166,9,2022-06-28,Гель для душа,toys,2,10637.00,21274.00,cancelled,0
167,9,2022-10-04,Кофе молотый 500г,books,2,8082.00,16164.00,delivered,10
168,9,2022-12-08,Кофе молотый 500г,clothing,1,3148.00,3148.00,delivered,3
169,10,2022-07-17,Набор кухонных ножей,food,2,5127.00,10254.00,delivered,9
170,10,2022-01-28,Футболка хлопок,books,2,2953.00,5906.00,cancelled,0
171,10,2022-02-10,Игрушка мягкая,toys,2,1819.00,3638.00,returned,0
172,10,2024-02-25,Кофе молотый 500г,books,2,3806.00,7612.00,delivered,6
173,10,2023-04-01,Ноутбук Pro,beauty,1,12824.00,12824.00,delivered,6
174,10,2022-01-10,Набор кухонных ножей,food,1,5036.00,5036.00,delivered,10
175,10,2022-11-18,Джинсы классические,home,1,10856.00,10856.00,delivered,9
176,10,2023-12-16,Конструктор Lego,toys,1,7924.00,7924.00,returned,0
177,11,2022-09-15,Шампунь для волос,beauty,1,14691.00,14691.00,delivered,4
178,11,2023-03-14,Смартфон X100,beauty,1,9346.00,9346.00,returned,0
179,11,2022-04-20,Набор кухонных ножей,clothing,1,1612.00,1612.00,delivered,8
180,11,2022-08-13,Кроссовки беговые,clothing,1,11352.00,11352.00,delivered,9
181,11,2023-12-12,Игрушка мягкая,books,2,13199.00,26398.00,delivered,3
182,11,2022-08-25,Электрический чайник,clothing,1,1793.00,1793.00,delivered,6
183,11,2024-03-06,Йогуртница,food,1,10139.00,10139.00,delivered,1
184,11,2023-03-06,Видеокарта RTX,home,3,889.00,2667.00,delivered,10
185,11,2023-11-16,Кроссовки беговые,clothing,3,11592.00,34776.00,delivered,10
186,11,2024-01-26,Монитор 27 дюймов,beauty,3,12012.00,36036.00,cancelled,0
187,11,2022-08-15,Джинсы классические,home,3,1081.00,3243.00,returned,0
188,11,2022-07-19,Игрушка мягкая,home,1,5521.00,5521.00,returned,0
189,11,2023-12-12,Пылесос робот,books,2,4869.00,9738.00,cancelled,0
190,11,2022-12-13,Конструктор Lego,beauty,3,3026.00,9078.00,delivered,8
191,12,2022-05-26,Пылесос робот,food,2,5820.00,11640.00,delivered,3
192,12,2023-12-28,Электрический чайник,food,1,4648.00,4648.00,returned,0
193,12,2022-08-31,Футболка хлопок,toys,1,7943.00,7943.00,delivered,9
194,12,2022-02-13,Футболка хлопок,books,1,1731.00,1731.00,delivered,6
195,12,2023-08-28,Книга 'Мастер и Маргарита',food,3,4724.00,14172.00,delivered,8
196,12,2022-06-07,Футболка хлопок,food,2,13656.00,27312.00,delivered,8
197,12,2022-09-22,Беспроводные наушники,food,3,547.00,1641.00,returned,0
198,12,2023-05-02,Набор кухонных ножей,electronics,1,4717.00,4717.00,returned,0
199,13,2022-11-13,Игрушка мягкая,books,3,13087.00,39261.00,delivered,6
200,13,2022-12-02,Конструктор Lego,electronics,1,13700.00,13700.00,returned,0
201,13,2022-06-29,Набор кухонных ножей,beauty,3,13820.00,41460.00,delivered,4
202,13,2023-08-27,Кофе молотый 500г,food,2,13898.00,27796.00,delivered,3
203,13,2023-02-24,Электрический чайник,electronics,3,1874.00,5622.00,cancelled,0
204,13,2022-11-17,Книга 'Мастер и Маргарита',food,1,7452.00,7452.00,cancelled,0
205,13,2022-04-27,Шампунь для волос,books,1,1274.00,1274.00,delivered,1
206,13,2022-04-09,Набор кухонных ножей,beauty,1,15259.00,15259.00,cancelled,0
207,13,2022-02-13,Шампунь для волос,toys,3,6021.00,18063.00,delivered,10
208,13,2022-11-16,Кофе молотый 500г,clothing,1,4107.00,4107.00,delivered,2
209,13,2022-04-02,Игрушка мягкая,books,1,8202.00,8202.00,returned,0
210,13,2023-11-24,Ноутбук Pro,electronics,3,11448.00,34344.00,delivered,3
211,14,2023-12-17,Видеокарта RTX,toys,2,842.00,1684.00,returned,0
212,14,2022-06-12,Йогуртница,electronics,1,12133.00,12133.00,returned,0
213,14,2023-11-16,Книга 'Мастер и Маргарита',electronics,3,2350.00,7050.00,returned,0
214,14,2022-07-10,Беспроводные наушники,clothing,3,6252.00,18756.00,delivered,8
215,14,2022-03-09,Кроссовки беговые,home,2,2159.00,4318.00,delivered,8
216,14,2022-04-04,Ноутбук Pro,books,2,5790.00,11580.00,returned,0
217,14,2023-03-29,Электрический чайник,clothing,2,6562.00,13124.00,returned,0
218,14,2024-01-29,Видеокарта RTX,home,1,5274.00,5274.00,delivered,10
219,14,2023-10-02,Смартфон X100,electronics,1,12522.00,12522.00,delivered,4
220,14,2022-09-03,Набор кухонных ножей,food,2,5951.00,11902.00,cancelled,0
221,14,2022-11-09,Монитор 27 дюймов,beauty,1,3267.00,3267.00,returned,0
222,14,2022-07-07,Монитор 27 дюймов,books,1,12573.00,12573.00,delivered,9
223,14,2022-07-27,Шампунь для волос,clothing,1,4573.00,4573.00,delivered,2
224,14,2024-01-18,Монитор 27 дюймов,toys,3,6965.00,20895.00,delivered,6
225,14,2022-06-17,Йогуртница,food,1,3754.00,3754.00,cancelled,0
226,14,2022-02-17,Йогуртница,clothing,1,10585.00,10585.00,delivered,6
227,14,2022-06-06,Гель для душа,books,2,2349.00,4698.00,cancelled,0
228,14,2022-10-03,Йогуртница,books,1,5546.00,5546.00,cancelled,0
229,14,2023-08-26,Йогуртница,clothing,2,2648.00,5296.00,cancelled,0
230,14,2024-02-26,Футболка хлопок,toys,1,9540.00,9540.00,delivered,5
231,14,2022-08-21,Набор кухонных ножей,toys,1,4132.00,4132.00,returned,0
232,15,2022-06-17,Игрушка мягкая,food,1,10377.00,10377.00,cancelled,0
233,15,2022-08-03,Джинсы классические,clothing,1,15497.00,15497.00,delivered,5
234,15,2022-05-13,Футболка хлопок,food,1,13148.00,13148.00,returned,0
235,15,2022-12-16,Смартфон X100,toys,1,9576.00,9576.00,delivered,7
236,15,2024-01-07,Футболка хлопок,toys,2,6359.00,12718.00,returned,0
237,15,2022-05-24,Йогуртница,food,3,1042.00,3126.00,delivered,9
238,15,2022-02-25,Монитор 27 дюймов,toys,1,7704.00,7704.00,delivered,10
239,15,2023-11-03,Видеокарта RTX,food,2,13728.00,27456.00,delivered,6
240,15,2024-01-12,Пылесос робот,books,1,7483.00,7483.00,returned,0
241,15,2023-12-17,Кофе молотый 500г,toys,3,10835.00,32505.00,delivered,9
242,15,2022-05-19,Смартфон X100,food,1,4048.00,4048.00,delivered,6
243,15,2022-09-22,Йогуртница,food,3,1455.00,4365.00,cancelled,0
244,15,2023-06-19,Шампунь для волос,electronics,2,6435.00,12870.00,delivered,7
245,15,2023-02-11,Кроссовки беговые,toys,2,3141.00,6282.00,delivered,4
246,15,2022-04-13,Конструктор Lego,books,3,9158.00,27474.00,delivered,4
247,15,2023-04-15,Монитор 27 дюймов,toys,2,10904.00,21808.00,cancelled,0
248,15,2022-05-11,Пылесос робот,electronics,2,7224.00,14448.00,delivered,2
249,15,2023-03-03,Монитор 27 дюймов,electronics,1,1718.00,1718.00,cancelled,0
250,15,2023-09-25,Гель для душа,electronics,2,13807.00,27614.00,delivered,3
251,15,2022-04-22,Йогуртница,clothing,3,5719.00,17157.00,returned,0
252,15,2022-11-15,Кроссовки беговые,toys,1,3200.00,3200.00,returned,0
253,15,2023-02-06,Смартфон X100,clothing,2,6916.00,13832.00,delivered,5
254,15,2023-05-12,Пылесос робот,home,1,6107.00,6107.00,delivered,8
255,15,2024-02-04,Электрический чайник,toys,1,10448.00,10448.00,delivered,10
256,16,2023-12-30,Набор кухонных ножей,clothing,2,14321.00,28642.00,delivered,6
257,16,2023-09-11,Джинсы классические,toys,3,5904.00,17712.00,delivered,10
258,16,2024-01-08,Книга 'Мастер и Маргарита',toys,2,11337.00,22674.00,returned,0
259,16,2023-06-29,Книга 'Мастер и Маргарита',home,2,9277.00,18554.00,cancelled,0
260,16,2023-02-22,Видеокарта RTX,beauty,3,11479.00,34437.00,cancelled,0
261,17,2023-04-27,Конструктор Lego,beauty,3,11192.00,33576.00,cancelled,0
262,17,2022-09-28,Книга 'Мастер и Маргарита',electronics,2,14685.00,29370.00,delivered,6
263,17,2024-02-11,Кофе молотый 500г,electronics,1,1162.00,1162.00,delivered,8
264,17,2023-07-21,Шампунь для волос,beauty,3,2230.00,6690.00,cancelled,0
265,17,2024-02-06,Монитор 27 дюймов,clothing,3,10881.00,32643.00,delivered,10
266,17,2022-08-18,Гель для душа,toys,2,9013.00,18026.00,delivered,5
267,17,2022-08-09,Электрический чайник,electronics,1,4358.00,4358.00,returned,0
268,17,2022-12-25,Кроссовки беговые,home,3,13850.00,41550.00,cancelled,0
269,17,2022-01-06,Беспроводные наушники,books,3,13455.00,40365.00,delivered,6
270,17,2023-02-04,Смартфон X100,clothing,2,715.00,1430.00,cancelled,0
271,17,2023-10-10,Йогуртница,books,3,13242.00,39726.00,cancelled,0
272,17,2023-04-01,Ноутбук Pro,beauty,1,11927.00,11927.00,delivered,6
273,17,2022-07-06,Книга 'Мастер и Маргарита',electronics,3,4795.00,14385.00,delivered,6
274,17,2022-04-03,Книга 'Мастер и Маргарита',beauty,2,4994.00,9988.00,delivered,9
275,17,2023-10-06,Конструктор Lego,food,2,12472.00,24944.00,returned,0
276,17,2023-12-09,Ноутбук Pro,electronics,3,3125.00,9375.00,delivered,2
277,17,2023-09-10,Кофе молотый 500г,beauty,2,5646.00,11292.00,delivered,3
278,17,2023-06-01,Смартфон X100,clothing,3,13449.00,40347.00,returned,0
279,17,2023-04-29,Пылесос робот,home,1,13817.00,13817.00,delivered,10
280,17,2023-10-14,Монитор 27 дюймов,food,1,1803.00,1803.00,delivered,9
281,18,2023-01-31,Кофе молотый 500г,toys,3,1439.00,4317.00,delivered,3
282,18,2022-02-25,Шампунь для волос,books,3,8917.00,26751.00,cancelled,0
283,18,2022-07-29,Гель для душа,books,3,3702.00,11106.00,returned,0
284,18,2023-03-06,Джинсы классические,beauty,2,9858.00,19716.00,delivered,9
285,18,2023-06-06,Кроссовки беговые,clothing,1,9298.00,9298.00,returned,0
286,18,2022-06-22,Кофе молотый 500г,beauty,1,11470.00,11470.00,delivered,9
287,18,2023-05-14,Книга 'Мастер и Маргарита',electronics,2,7405.00,14810.00,cancelled,0
288,18,2023-11-25,Смартфон X100,home,2,2135.00,4270.00,delivered,2
289,18,2024-03-11,Смартфон X100,food,2,9888.00,19776.00,cancelled,0
290,18,2023-04-23,Конструктор Lego,toys,2,11086.00,22172.00,delivered,8
291,18,2023-07-29,Беспроводные наушники,toys,3,6531.00,19593.00,returned,0
292,18,2023-07-07,Игрушка мягкая,home,2,10837.00,21674.00,cancelled,0
293,18,2023-03-14,Книга 'Мастер и Маргарита',books,1,14594.00,14594.00,cancelled,0
294,19,2023-11-22,Беспроводные наушники,electronics,3,4657.00,13971.00,delivered,1
295,19,2023-12-04,Кофе молотый 500г,electronics,1,11166.00,11166.00,delivered,2
296,19,2023-08-23,Беспроводные наушники,clothing,1,4774.00,4774.00,delivered,2
297,19,2022-12-31,Монитор 27 дюймов,clothing,2,5405.00,10810.00,delivered,5
298,19,2022-02-18,Книга 'Мастер и Маргарита',beauty,3,3858.00,11574.00,delivered,6
299,19,2022-10-02,Джинсы классические,toys,3,1206.00,3618.00,delivered,6
300,19,2024-02-02,Игрушка мягкая,books,2,9403.00,18806.00,delivered,4
301,19,2023-11-26,Кофе молотый 500г,home,1,2452.00,2452.00,returned,0
302,19,2023-07-07,Игрушка мягкая,toys,3,4541.00,13623.00,cancelled,0
303,19,2022-09-29,Конструктор Lego,beauty,3,10678.00,32034.00,cancelled,0
304,19,2023-08-28,Джинсы классические,home,1,8234.00,8234.00,returned,0
305,19,2023-03-24,Видеокарта RTX,toys,2,2308.00,4616.00,delivered,8
306,19,2023-10-30,Кроссовки беговые,toys,1,4899.00,4899.00,delivered,8
307,19,2023-10-23,Шампунь для волос,food,2,1227.00,2454.00,returned,0
308,19,2022-08-10,Смартфон X100,toys,3,6580.00,19740.00,delivered,9
309,19,2023-05-04,Смартфон X100,clothing,2,8323.00,16646.00,returned,0
310,19,2022-07-30,Ноутбук Pro,clothing,1,7483.00,7483.00,delivered,7
311,19,2024-03-28,Пылесос робот,toys,3,14122.00,42366.00,delivered,8
312,19,2022-07-06,Гель для душа,food,2,14998.00,29996.00,cancelled,0
313,19,2024-03-27,Конструктор Lego,clothing,1,9575.00,9575.00,delivered,9
314,19,2023-09-15,Книга 'Мастер и Маргарита',toys,2,11411.00,22822.00,returned,0
315,19,2022-02-16,Игрушка мягкая,electronics,3,8949.00,26847.00,delivered,2
316,19,2023-02-12,Йогуртница,electronics,3,8562.00,25686.00,delivered,1
317,19,2023-02-08,Электрический чайник,clothing,3,3689.00,11067.00,delivered,8
318,19,2022-12-12,Гель для душа,books,3,12810.00,38430.00,returned,0
319,19,2022-03-10,Видеокарта RTX,toys,1,11865.00,11865.00,returned,0
320,19,2023-03-11,Книга 'Мастер и Маргарита',beauty,2,2580.00,5160.00,delivered,10
321,19,2023-11-20,Монитор 27 дюймов,food,1,8163.00,8163.00,returned,0
322,20,2023-02-19,Смартфон X100,books,1,996.00,996.00,delivered,10
323,20,2024-02-06,Книга 'Мастер и Маргарита',books,3,5385.00,16155.00,returned,0
324,20,2023-09-07,Игрушка мягкая,clothing,1,8109.00,8109.00,delivered,2
325,20,2023-01-16,Монитор 27 дюймов,toys,3,10994.00,32982.00,returned,0
326,20,2022-09-25,Беспроводные наушники,toys,3,6813.00,20439.00,delivered,1
327,20,2022-09-05,Пылесос робот,books,3,9055.00,27165.00,delivered,9
328,20,2022-02-20,Беспроводные наушники,books,2,7231.00,14462.00,delivered,10
329,20,2022-08-16,Ноутбук Pro,books,2,2670.00,5340.00,delivered,4
330,20,2022-01-02,Электрический чайник,clothing,3,5493.00,16479.00,delivered,2
331,20,2024-01-11,Беспроводные наушники,clothing,2,12856.00,25712.00,delivered,9
332,20,2022-08-08,Кофе молотый 500г,food,3,11263.00,33789.00,returned,0
333,20,2022-05-28,Книга 'Мастер и Маргарита',home,2,6388.00,12776.00,cancelled,0
